Brand,ModelYear,EngineSize,Horsepower,Mileage,FuelType,Transmission,Seats,OwnerCount,Price
Maruti,2009,2542,104.0,13.4,CNG,Automatic,7,1,37807.0305212964
Honda,2012,981,200.0,18.0,,Manual,6,1,58437.210923775274
Audi,2002,2134,80.0,,Petrol,Manual,7,2,47126.93008129252
BMW,2020,2746,353.0,26.2,Petrol,Automatic,5,1,92579.59949185746
Hyundai,2016,2151,108.0,14.2,Petrol,Automatic,7,0,40897.9846646689
Hyundai,2002,3663,211.0,20.7,CNG,Automatic,5,2,64494.13657189028
Toyota,2005,987,372.0,15.9,CNG,Automatic,4,0,95667.08784620004
Maruti,2004,3115,121.0,24.7,Petrol,Manual,7,2,52320.74810909532
Maruti,2015,1248,382.0,19.5,Diesel,Automatic,4,2,84444.3728369071
Hyundai,2007,3941,310.0,15.7,,Manual,7,2,89126.32965832703
Kia,2018,2086,103.0,19.4,CNG,Automatic,7,1,50964.35103293689
Ford,2009,1493,283.0,22.0,CNG,Automatic,5,1,68365.12734692567
Honda,2012,3536,304.0,,CNG,Automatic,5,3,87683.3833620633
Toyota,2014,3463,112.0,17.5,Diesel,Automatic,5,1,55302.62834408276
Maruti,2010,3213,230.0,15.3,,Automatic,5,3,49701.71813229227
Honda,2023,1280,176.0,16.8,Diesel,Manual,4,1,60353.71429427818
BMW,2021,1022,333.0,22.3,Diesel,Automatic,4,2,85828.97802167636
Ford,2024,2724,255.0,19.9,CNG,Manual,4,2,71074.87145474824
Hyundai,2011,3747,237.0,14.8,CNG,Manual,5,3,97849.6963846751
Maruti,2024,815,281.0,21.1,Petrol,Manual,4,3,72082.41023978
Maruti,2021,3892,107.0,17.2,Diesel,Manual,5,3,68710.08828698461
BMW,2014,3894,369.0,13.0,CNG,Automatic,4,2,99958.96768046347
Audi,2019,2641,363.0,13.3,Petrol,Manual,7,0,80912.79659561143
BMW,2023,3741,294.0,10.6,Petrol,Manual,7,0,67303.58746126256
Maruti,2023,2607,74.0,23.2,Petrol,Automatic,7,1,42606.399173605874
Kia,2020,2955,342.0,21.9,Diesel,Automatic,6,1,78053.95048290753
Ford,2015,1477,228.0,19.9,,Manual,5,1,58675.407351905014
Hyundai,2020,3509,313.0,16.1,,Automatic,7,0,80983.88598529383
Audi,2001,3422,384.0,20.7,Petrol,Manual,4,1,80002.25354554746
Hyundai,2004,2351,299.0,16.0,CNG,Manual,4,1,75657.59139976755
Toyota,2010,850,166.0,18.9,Diesel,Manual,5,2,62782.753930392304
Maruti,2015,2583,277.0,19.5,Petrol,Automatic,5,3,72684.13709764808
Honda,2001,2448,367.0,8.4,CNG,Manual,4,1,85052.72657084146
BMW,2024,3834,235.0,18.3,CNG,Automatic,4,1,67004.47445838958
Kia,2008,2785,308.0,,Diesel,Manual,4,1,75599.99366306169
Maruti,2010,2383,51.0,19.2,CNG,Automatic,5,0,43349.86234550572
Honda,2011,2145,127.0,23.5,Diesel,Automatic,4,0,60375.38851675634
Maruti,2005,3180,,21.1,CNG,Manual,4,2,73327.85284953451
Hyundai,2023,1942,164.0,14.8,,Automatic,4,3,53783.16851984815
Hyundai,2021,2639,293.0,20.4,CNG,Automatic,4,1,75237.8363242234
Honda,2015,3329,173.0,19.0,Petrol,Manual,6,0,64276.94320021184
Maruti,2020,2784,72.0,22.6,Petrol,Automatic,6,2,62433.95934292968
BMW,2015,1395,234.0,14.6,CNG,Automatic,6,0,62684.966316545135
Hyundai,2015,3041,261.0,20.5,CNG,Automatic,4,1,81600.85809910382
BMW,2018,2647,87.0,25.2,CNG,Manual,4,0,28781.605963187198
BMW,2004,1863,123.0,19.7,Diesel,Manual,6,0,36933.29390051119
Toyota,2012,2056,323.0,12.2,Diesel,Automatic,7,0,81600.1882675933
Ford,2021,2602,120.0,,CNG,Automatic,4,0,76516.7639708173
Audi,2020,3163,124.0,13.3,Diesel,Manual,5,3,46260.428428497085
Ford,2011,3844,344.0,19.2,,Manual,6,3,90186.74866532785
Hyundai,2015,3117,,17.0,CNG,Manual,5,1,66993.16568767789
Toyota,2011,3946,247.0,12.2,Diesel,Automatic,7,3,70490.21333779696
Hyundai,2024,2750,388.0,20.7,Diesel,Manual,7,3,103351.06975761938
Honda,2021,3124,95.0,23.8,Petrol,Automatic,4,2,48361.74678993155
BMW,2010,3313,,19.5,CNG,Automatic,7,1,76114.65850344399
Honda,2006,2821,78.0,14.3,CNG,Manual,6,1,40840.7728631771
Toyota,2000,3451,313.0,18.6,Diesel,Automatic,7,1,91847.32079684404
Maruti,2002,2299,130.0,,Diesel,Automatic,4,0,44412.44854663192
Maruti,2014,1198,220.0,16.5,Petrol,Automatic,4,3,67064.90664171199
Honda,2010,1544,291.0,18.5,Diesel,Manual,6,1,74528.3323671979
Ford,2015,1553,,,Petrol,Automatic,5,1,79256.91635094536
Ford,2010,1539,330.0,16.0,CNG,Manual,4,0,89454.00986495867
Maruti,2007,2956,314.0,10.3,Petrol,Automatic,5,0,100430.75804483212
Hyundai,2007,1675,372.0,17.6,CNG,Manual,5,3,80692.9318909574
Ford,2011,1448,265.0,17.6,Petrol,Manual,5,3,73054.69388562388
Kia,2009,1792,286.0,18.3,CNG,Manual,6,1,388354.8520083148
Kia,2013,2544,167.0,20.7,,Automatic,6,3,51564.6399764581
Hyundai,2014,1865,192.0,13.3,,Automatic,6,3,70269.30851381138
Honda,2024,1442,149.0,19.5,,Manual,7,2,64597.569841619435
Maruti,2003,3610,159.0,19.4,,Manual,4,0,66646.69100728452
Maruti,2024,3924,103.0,15.7,Diesel,Automatic,5,3,73149.49168571792
Audi,2018,906,160.0,22.7,CNG,Manual,4,3,41846.84796668617
Kia,2006,3979,384.0,16.1,Diesel,Manual,4,3,88705.00542037544
Honda,2010,1176,89.0,17.1,Petrol,Manual,4,2,66953.70027635204
Kia,2019,2765,112.0,22.7,CNG,Automatic,6,1,46776.32237181676
Hyundai,2003,930,318.0,15.5,Diesel,Manual,4,1,87201.7359268154
Maruti,2021,1425,257.0,21.1,CNG,Automatic,6,0,81804.94086880182
Toyota,2019,3517,265.0,26.8,CNG,Manual,4,3,62140.75005149654
BMW,2004,2288,186.0,17.0,CNG,Automatic,5,2,53133.74229154554
Honda,2011,2770,355.0,18.7,Petrol,Automatic,6,0,77042.21285978655
Maruti,2023,1587,238.0,17.5,Petrol,Manual,4,2,77205.13633301965
BMW,2022,1482,143.0,17.7,CNG,Manual,7,3,66179.84436159374
Hyundai,2019,1242,139.0,17.0,Petrol,Automatic,4,3,45700.24676924517
Kia,2016,2848,91.0,6.4,Diesel,Manual,7,3,62804.837441602045
Ford,2005,2219,344.0,16.7,Petrol,Manual,4,3,80708.48890694737
Toyota,2001,2618,154.0,21.1,CNG,Manual,7,2,38379.417326287454
Maruti,2011,2726,288.0,15.5,Petrol,Manual,6,3,68274.28427865778
Toyota,2004,3602,343.0,16.8,Petrol,Automatic,6,0,61388.329450474135
Kia,2011,3606,96.0,20.7,CNG,Automatic,7,2,43963.19429182536
Maruti,2006,3991,226.0,13.1,Petrol,Automatic,4,3,57080.02371898337
Audi,2018,2292,303.0,20.9,CNG,Manual,6,0,60919.6510162035
Maruti,2020,1327,106.0,,CNG,Manual,6,3,53902.27252108021
BMW,2006,2201,188.0,12.7,CNG,Automatic,4,2,75153.88685320962
Kia,2009,2085,337.0,26.6,CNG,Automatic,7,2,101334.88462119561
Kia,2015,3994,153.0,17.6,CNG,Manual,5,1,64706.161766506746
BMW,2009,1957,166.0,22.2,Diesel,Automatic,7,3,57136.46660626045
Kia,2022,3958,173.0,14.1,CNG,Automatic,5,0,61875.88498732247
Maruti,2002,3671,131.0,21.5,Diesel,Manual,6,2,34264.44859492885
Toyota,2001,2509,84.0,12.2,Petrol,Automatic,6,1,57225.3774431755
Honda,2012,3340,295.0,20.1,Diesel,Manual,6,2,79418.08471925059
Ford,2017,3326,116.0,23.0,CNG,Automatic,7,3,60043.91631418458
BMW,2015,1260,156.0,14.4,CNG,Manual,7,2,66529.89547735482
Hyundai,2015,3512,266.0,,CNG,Manual,4,2,80264.01404094338
Toyota,2010,949,346.0,18.5,Diesel,Manual,5,1,73544.94901465102
Ford,2000,3969,208.0,21.8,CNG,Automatic,7,0,71723.89681929482
Toyota,2010,2817,199.0,27.4,,Automatic,6,1,65806.2977200693
Ford,2018,3252,,15.7,,Automatic,4,1,61901.3892207863
BMW,2003,3940,,16.3,CNG,Manual,6,0,71343.9704766937
Toyota,2016,2171,300.0,12.8,CNG,Automatic,6,3,79537.23558388394
Audi,2021,3577,168.0,17.9,Diesel,Manual,5,0,68256.02623229708
BMW,2003,3716,344.0,21.3,CNG,Manual,7,3,57030.88240554325
Hyundai,2005,2175,387.0,12.0,Diesel,Manual,5,0,92247.37404836742
Toyota,2022,936,248.0,18.0,Diesel,Automatic,4,0,72994.11872014523
Ford,2014,2661,363.0,,Diesel,Automatic,6,3,85489.17223420471
Hyundai,2007,3351,53.0,20.6,CNG,Manual,7,3,40649.85316704621
Toyota,2023,1139,174.0,13.1,Petrol,Manual,7,0,72736.9261537145
Kia,2011,1816,369.0,15.6,CNG,Automatic,6,3,96142.38351318678
Audi,2006,2991,295.0,17.1,CNG,Automatic,7,3,68566.37778391573
Kia,2008,3042,129.0,12.4,CNG,Automatic,6,2,46398.86960923054
Toyota,2018,1961,74.0,17.8,CNG,Automatic,7,3,39418.44508367358
Honda,2022,2960,93.0,,CNG,Manual,4,3,46282.00251172582
Audi,2014,2345,291.0,18.8,,Manual,5,1,78304.64269233966
Hyundai,2007,1648,252.0,17.2,CNG,Automatic,4,3,73570.04739626824
Audi,2001,1424,273.0,19.7,Petrol,Automatic,6,3,77708.97408036368
Hyundai,2022,2039,90.0,21.7,CNG,Automatic,5,2,58081.290303395275
Kia,2022,2990,394.0,17.6,Petrol,Automatic,4,1,98769.19166335347
Ford,2012,2866,292.0,15.7,Petrol,Manual,5,1,58791.15247269132
Honda,2018,2118,52.0,16.5,Petrol,Automatic,6,2,59494.64314133599
Toyota,2022,1872,314.0,16.1,,Manual,7,3,91979.2840145596
Ford,2002,1859,214.0,17.6,Petrol,Manual,7,3,71722.45961146172
Honda,2012,1353,164.0,9.4,Petrol,Automatic,6,0,61728.28435615509
BMW,2008,914,364.0,12.1,Diesel,Automatic,6,3,100794.91755144291
Toyota,2012,3683,87.0,16.0,CNG,Automatic,7,2,51806.701911502285
Ford,2010,3565,356.0,20.0,CNG,Automatic,7,1,83249.16715102161
Audi,2007,3945,231.0,22.7,Diesel,Automatic,7,1,84768.1446856299
Toyota,2017,3573,148.0,23.2,Petrol,Automatic,6,3,50389.56577986282
Hyundai,2019,3922,67.0,18.3,Diesel,Automatic,6,2,57582.006779109535
Maruti,2023,927,284.0,12.9,Petrol,Manual,4,3,94729.41086738516
Toyota,2002,3994,292.0,25.3,Diesel,Automatic,7,3,65989.93614451948
Kia,2009,2943,150.0,22.7,Diesel,Manual,7,2,37065.19276254553
Kia,2000,3477,216.0,13.7,Petrol,Manual,7,3,82787.84505373624
Honda,2008,2067,127.0,19.7,CNG,Manual,5,2,54061.98981865339
Ford,2004,2582,299.0,14.5,Diesel,Manual,5,2,82996.20351937486
Audi,2013,1944,223.0,16.0,CNG,Automatic,6,1,67470.96758235285
Ford,2021,2356,50.0,19.5,CNG,Automatic,6,3,51046.78693304776
Honda,2024,1783,318.0,18.3,Petrol,Manual,5,2,74147.31869484865
Ford,2011,3582,247.0,23.9,CNG,Automatic,4,3,70470.06023785003
Hyundai,2010,3750,100.0,7.2,Petrol,Automatic,7,3,59828.204657657276
Ford,2000,1661,303.0,21.2,Diesel,Manual,4,0,64422.60101298569
Honda,2000,2548,98.0,20.7,Diesel,Automatic,5,2,39757.130346903476
Toyota,2000,3080,313.0,14.2,Petrol,Automatic,6,1,84710.07335532032
Toyota,2019,1835,87.0,17.7,Diesel,Automatic,5,1,54561.78285464365
Honda,2024,1285,158.0,26.1,Petrol,Automatic,4,0,57889.7175319704
BMW,2019,3685,251.0,17.4,Diesel,Automatic,5,3,78063.98022221352
Hyundai,2002,1231,101.0,18.3,CNG,Manual,6,3,71304.61990038058
BMW,2004,1231,367.0,20.1,Petrol,Automatic,4,0,78413.33940691169
Ford,2024,1554,275.0,,CNG,Manual,6,1,76625.27798750182
BMW,2015,1361,72.0,15.6,,Automatic,7,1,49802.29565385319
Hyundai,2004,3622,204.0,21.9,CNG,Automatic,4,3,44173.86751409288
Hyundai,2018,3831,119.0,18.8,Diesel,Manual,6,0,67018.67146083468
Toyota,2011,3132,194.0,22.0,CNG,Automatic,5,0,49778.06508015414
Maruti,2020,922,389.0,13.5,CNG,Manual,4,2,84338.36511042304
Audi,2014,1758,194.0,21.0,Petrol,Manual,4,0,67158.63012030037
Kia,2000,3961,228.0,15.4,CNG,Automatic,7,1,63803.4840600491
Audi,2009,3331,167.0,18.6,CNG,Automatic,5,3,51127.734134490034
Maruti,2011,3844,378.0,17.3,Diesel,Manual,7,0,99856.71647657656
Ford,2022,1362,290.0,16.2,Petrol,Manual,5,0,81668.4068115252
Toyota,2014,2836,268.0,,CNG,Automatic,7,0,74657.72886845059
Hyundai,2016,3826,327.0,20.2,CNG,Automatic,7,1,89786.94878526145
BMW,2022,3081,59.0,16.2,Diesel,Automatic,6,1,42887.38259801567
Kia,2016,1792,232.0,20.7,Petrol,Automatic,4,1,53306.52141733715
Kia,2007,3929,357.0,19.7,CNG,Automatic,4,1,75507.88565426154
Audi,2008,1022,207.0,19.5,CNG,Manual,6,0,62178.888752677
Kia,2020,3025,189.0,22.4,Petrol,Automatic,4,2,57807.13349289417
Kia,2001,1728,275.0,21.0,Petrol,Manual,4,0,77695.88763096751
Audi,2024,954,224.0,20.9,Diesel,Manual,4,0,81180.62162996519
Toyota,2020,2258,238.0,14.5,Petrol,Manual,7,3,57380.29688269015
BMW,2023,1718,158.0,17.1,Petrol,Manual,7,2,66731.82193253947
Honda,2000,2163,332.0,22.6,Petrol,Automatic,5,2,301598.281551367
Kia,2019,2928,180.0,12.9,Petrol,Automatic,4,2,63990.86928029227
Toyota,2018,3511,373.0,21.0,Petrol,Automatic,5,3,83702.47718975284
Honda,2001,1409,333.0,23.8,CNG,Manual,7,1,77914.2777846157
Toyota,2007,3113,271.0,16.8,CNG,Manual,7,0,79284.32832604705
Kia,2011,3643,145.0,11.4,Petrol,Automatic,7,2,69917.51113268983
Toyota,2018,2560,321.0,25.1,Diesel,Automatic,5,1,65142.52203701948
Ford,2019,2268,363.0,16.4,Diesel,Manual,5,1,88520.59497539033
Ford,2020,2879,287.0,18.6,CNG,Automatic,4,2,67957.34483695272
Hyundai,2005,2251,77.0,14.2,Petrol,Manual,6,0,53963.44391990306
Toyota,2022,3174,81.0,19.0,Petrol,Automatic,5,2,44098.88713280439
Hyundai,2011,2517,188.0,29.6,CNG,Automatic,6,0,48729.468009852135
Kia,2006,3636,359.0,13.3,CNG,Manual,5,1,91738.02237008861
Honda,2021,2689,97.0,20.0,Diesel,Automatic,4,3,56921.02273169051
Hyundai,2011,833,330.0,28.1,CNG,Automatic,6,2,79383.22363157853
Hyundai,2024,2546,159.0,15.1,Diesel,Manual,7,1,83085.30359267163
Toyota,2005,1203,328.0,16.0,Diesel,Manual,4,2,77445.45791699218
BMW,2024,2794,273.0,17.1,Diesel,Manual,4,2,82236.70869535464
Maruti,2001,3032,287.0,17.3,Diesel,Manual,4,2,61772.75098531396
BMW,2002,1621,194.0,,CNG,Automatic,4,3,74716.58066082702
Honda,2008,1566,,18.4,CNG,Automatic,4,1,88638.71379777676
Audi,2006,3709,193.0,16.3,Diesel,Automatic,4,1,70484.91373417113
Ford,2004,2689,354.0,25.6,CNG,Manual,4,1,74542.3108270319
Hyundai,2016,917,245.0,16.4,Diesel,Automatic,5,2,56450.545022483355
BMW,2004,3754,281.0,17.3,Petrol,Automatic,7,3,84082.60998132298
Audi,2018,1551,121.0,16.7,Diesel,Automatic,6,1,61361.98059060695
Maruti,2004,2252,387.0,18.7,Diesel,Automatic,7,1,88413.56103656375
Kia,2019,2438,371.0,24.0,CNG,Automatic,6,2,79522.10192459944
Kia,2010,3164,270.0,18.7,CNG,Manual,5,2,79716.34045500972
Honda,2018,2949,,7.6,Petrol,Automatic,5,1,69047.32321281786
BMW,2017,1271,275.0,19.5,Diesel,Automatic,6,3,74948.61999431845
Audi,2009,2830,159.0,26.8,Diesel,Manual,7,0,63965.58820347227
Toyota,2019,2372,242.0,22.8,CNG,Manual,6,0,67574.49990695243
Honda,2003,3127,107.0,17.9,Diesel,Manual,6,3,46257.58187128441
Maruti,2021,1806,211.0,,CNG,Manual,4,0,44646.31829934476
Toyota,2018,1557,90.0,19.8,CNG,Manual,7,3,52240.44923652893
Hyundai,2015,3177,111.0,17.8,CNG,Automatic,4,2,43810.41554653682
Hyundai,2009,3717,110.0,21.7,Diesel,Manual,6,1,61937.20108352349
Maruti,2000,1314,154.0,15.7,Diesel,Automatic,7,0,63057.002219190705
Toyota,2015,3971,234.0,14.1,Petrol,Automatic,4,1,87201.0290172917
Hyundai,2016,1270,214.0,17.6,Petrol,Manual,4,2,55285.34567768303
BMW,2022,1600,134.0,25.4,Diesel,Automatic,7,3,51439.7227131264
Hyundai,2021,3851,355.0,17.4,CNG,Automatic,5,2,99122.18335949801
Maruti,2007,1584,281.0,16.0,Petrol,Automatic,7,3,85757.09045750913
BMW,2024,3634,380.0,15.6,Diesel,Automatic,6,3,79554.9175078836
Maruti,2004,1251,359.0,13.1,Diesel,Automatic,7,1,98502.10917142735
Honda,2003,3040,186.0,22.4,Petrol,Manual,4,3,43299.071572420144
Ford,2008,2993,232.0,19.9,Diesel,Manual,6,2,75518.36365654011
Ford,2002,1979,164.0,17.4,Petrol,Automatic,4,0,39752.46142789763
Ford,2018,1488,62.0,17.1,CNG,Automatic,6,2,48959.363454161496
Toyota,2004,2396,188.0,26.6,CNG,Manual,5,3,71355.95186064411
Hyundai,2020,2515,58.0,19.5,Petrol,Manual,6,1,45029.44434746175
BMW,2012,1870,342.0,20.3,Petrol,Manual,4,1,98322.89298405181
Honda,2024,2967,288.0,23.7,Petrol,Automatic,5,3,75611.92727466067
Honda,2012,3772,246.0,16.9,Petrol,Automatic,5,3,67614.17089005059
Honda,2004,3838,377.0,20.9,Petrol,Manual,6,0,75965.37840274557
BMW,2013,2799,154.0,20.1,Petrol,Manual,5,2,65270.90364083294
Kia,2017,1482,258.0,25.3,Petrol,Manual,7,3,49929.31000764186
Ford,2002,962,302.0,21.5,Petrol,Automatic,6,0,58517.80548055823
BMW,2017,3944,,21.9,CNG,Automatic,5,1,48408.13487167512
Honda,2016,1769,174.0,25.9,,Automatic,7,2,54475.260299199406
Ford,2006,2489,92.0,18.0,Diesel,Manual,6,2,54498.35082386107
Maruti,2003,3825,146.0,15.3,Diesel,Manual,7,1,69707.68167578563
Audi,2008,3788,130.0,,CNG,Manual,7,3,65160.112494106004
Audi,2002,3568,268.0,22.4,CNG,Automatic,4,1,73912.83141583038
Ford,2012,3577,309.0,18.7,Diesel,Manual,4,1,69306.03805786293
Maruti,2011,3593,161.0,,CNG,Automatic,5,3,53328.56478262656
BMW,2003,942,366.0,24.3,Diesel,Automatic,5,2,84523.50769411545
Ford,2020,2377,72.0,22.5,CNG,Manual,5,3,60046.878338535535
Toyota,2017,3732,391.0,20.1,CNG,Manual,5,3,86523.51618711943
Honda,2021,1532,178.0,18.6,Diesel,Automatic,4,1,57774.11863041452
Ford,2003,3497,271.0,18.1,,Manual,4,1,85519.57918924534
Audi,2014,3585,116.0,12.4,CNG,Manual,5,1,55739.235636933656
Ford,2013,3179,216.0,20.1,CNG,Automatic,7,2,76049.18623340705
Kia,2019,2354,270.0,22.9,CNG,Automatic,5,1,75323.71908395797
Audi,2012,2906,299.0,16.0,CNG,Automatic,7,0,89093.12414167482
Honda,2003,3382,319.0,16.6,Diesel,Manual,6,3,70938.18821160658
Audi,2024,2911,238.0,16.2,Diesel,Automatic,7,3,64180.82329818174
Hyundai,2012,1638,218.0,17.7,Diesel,Automatic,6,0,74266.6548823557
Hyundai,2017,1649,379.0,25.4,Petrol,Manual,5,1,86517.77346780535
Maruti,2006,1498,99.0,16.6,Petrol,Manual,5,1,43718.053303816916
Audi,2023,3390,296.0,14.3,Diesel,Automatic,4,3,56928.74130416489
Ford,2019,2994,,,Diesel,Manual,4,2,92261.11643993619
Audi,2009,2074,295.0,25.5,Diesel,Automatic,5,0,85816.18443766412
Hyundai,2022,935,353.0,21.1,Diesel,Manual,5,0,85723.92331008404
Maruti,2012,2690,192.0,13.1,Petrol,Automatic,4,3,87051.94924357849
Ford,2010,2026,377.0,14.9,Diesel,Automatic,5,3,82254.47008803657
Honda,2023,3539,319.0,14.7,Diesel,Manual,4,1,105723.88125389763
Maruti,2022,1946,139.0,24.6,Petrol,Manual,6,3,62743.91137493793
Kia,2002,2318,52.0,24.6,Diesel,Manual,6,3,38973.71239016975
Toyota,2000,3189,119.0,,Petrol,Manual,6,2,51102.812590927235
BMW,2003,3198,,10.7,CNG,Automatic,6,0,72616.71825455451
Hyundai,2017,2258,324.0,14.5,Petrol,Automatic,6,2,62243.84213687179
Maruti,2017,3640,123.0,,CNG,Manual,6,0,69014.07892978501
Hyundai,2023,2802,165.0,22.4,Petrol,Automatic,4,0,49841.81105920008
Toyota,2019,2402,131.0,12.6,Petrol,Manual,5,2,58829.90760637536
Hyundai,2021,3872,338.0,27.0,Diesel,Automatic,6,1,86803.3808235841
Kia,2019,1655,60.0,19.4,CNG,Manual,4,3,42515.71777531468
Hyundai,2022,1084,362.0,20.3,CNG,Automatic,6,2,74975.36633264678
Kia,2017,2660,166.0,16.3,Petrol,Manual,6,3,64459.62339646371
Maruti,2003,1075,151.0,25.0,CNG,Manual,7,1,43073.499083365474
Kia,2014,2861,213.0,22.0,Petrol,Automatic,4,1,64754.78904152206
Kia,2010,1862,191.0,9.7,CNG,Automatic,5,3,59080.060058233496
Toyota,2007,1225,68.0,14.4,,Manual,6,1,42833.46924258111
BMW,2010,2672,210.0,10.9,Petrol,Manual,7,3,78505.15592810317
Ford,2004,2622,314.0,19.8,CNG,Automatic,4,1,80329.24075584009
Toyota,2005,2942,210.0,17.9,Diesel,Automatic,4,3,51169.46912422152
Kia,2012,1911,105.0,18.0,Diesel,Automatic,7,2,42565.90645087663
Toyota,2009,1443,342.0,10.2,CNG,Automatic,4,2,90982.96460744651
Hyundai,2023,876,219.0,16.1,CNG,Manual,4,0,60135.03484603322
Hyundai,2006,1583,96.0,12.8,Diesel,Manual,6,3,57385.593921546104
Honda,2021,3356,266.0,16.9,Petrol,Automatic,4,2,81336.19062463439
Toyota,2017,1994,,15.0,CNG,Manual,7,3,67998.33390808232
BMW,2013,2908,205.0,20.6,Diesel,Manual,5,0,53144.093788099504
Honda,2019,2373,280.0,21.6,Petrol,Automatic,7,3,65637.19167871642
Maruti,2008,3603,,20.6,CNG,Automatic,6,3,56173.38916637094
Toyota,2020,2440,359.0,20.1,Diesel,Manual,7,2,95518.33986656039
Toyota,2010,3180,68.0,22.8,Diesel,Manual,6,3,51087.76026222815
Kia,2013,2597,252.0,15.4,Petrol,Automatic,7,3,62921.367516018596
Ford,2009,2599,146.0,,CNG,Manual,7,0,61107.317182604675
Toyota,2020,2844,398.0,22.1,Diesel,Automatic,4,1,85106.13261494956
Ford,2002,3145,314.0,17.8,Diesel,Automatic,7,3,88181.85299060591
Honda,2014,1194,341.0,16.6,Petrol,Manual,5,2,72274.53946262234
Hyundai,2012,1040,229.0,7.3,Petrol,Automatic,7,1,72307.99271328468
Honda,2016,1450,250.0,14.0,Petrol,Automatic,4,2,62694.90477709482
Toyota,2022,3688,155.0,14.7,Diesel,Manual,4,2,62131.96483764302
Toyota,2001,2961,201.0,,CNG,Automatic,4,0,67028.85458448605
Honda,2021,3477,308.0,27.7,Petrol,Automatic,5,0,61421.19808992977
Maruti,2020,1013,253.0,19.2,CNG,Automatic,4,2,87672.76602035033
Kia,2014,2315,206.0,25.0,CNG,Automatic,7,0,67866.17971078209
Maruti,2020,2240,254.0,25.2,Diesel,Manual,4,2,64798.93270442261
Kia,2015,3358,317.0,24.1,Petrol,Automatic,6,0,82011.02262149118
Maruti,2007,1358,276.0,14.3,CNG,Automatic,4,1,67311.14823514376
Hyundai,2011,1419,227.0,21.3,Petrol,Manual,7,1,59435.945077046024
BMW,2024,2221,386.0,19.3,CNG,Automatic,7,3,87456.8833931145
Ford,2020,1729,339.0,19.5,Petrol,Automatic,4,3,80341.54431740477
BMW,2011,3231,132.0,,Diesel,Manual,4,1,58339.451503598786
Honda,2005,2111,333.0,15.5,CNG,Automatic,6,0,71753.15511928324
Kia,2004,2405,173.0,12.6,Diesel,Manual,4,3,72612.80681743882
Ford,2004,1437,121.0,,Petrol,Automatic,7,3,73025.31103031439
Toyota,2000,3155,143.0,12.3,CNG,Manual,6,2,53240.61069464921
Maruti,2022,1841,381.0,10.4,Petrol,Manual,6,3,96559.94710982303
Ford,2015,1802,321.0,23.5,Petrol,Manual,4,1,66481.34761724301
Kia,2009,3137,371.0,11.5,CNG,Automatic,6,1,115393.09406196664
Kia,2010,2913,84.0,18.4,Diesel,Manual,6,2,64963.547758959445
BMW,2000,3148,373.0,13.7,Diesel,Manual,7,2,72509.95289083428
Toyota,2004,843,347.0,24.2,Petrol,Manual,6,0,93789.60098555629
Hyundai,2022,3939,288.0,23.2,CNG,Automatic,5,0,66316.75013862315
Kia,2024,2492,207.0,15.4,CNG,Automatic,7,2,81803.55349864697
Toyota,2001,2754,77.0,20.9,Diesel,Automatic,7,1,36679.496154347726
Hyundai,2019,823,55.0,15.4,CNG,Automatic,5,1,65952.34419308158
BMW,2014,3832,218.0,16.7,Petrol,Automatic,7,3,61290.29799747839
Ford,2006,2371,223.0,22.8,CNG,Automatic,6,2,90429.09507281853
Toyota,2015,1629,140.0,17.6,Petrol,Automatic,5,1,70842.5588978391
Hyundai,2018,3497,154.0,17.7,Diesel,Manual,4,2,68188.68058814282
Audi,2004,2878,50.0,19.3,Petrol,Manual,7,3,50197.08896999204
Hyundai,2002,855,74.0,15.5,Petrol,Automatic,6,2,56857.50880087295
Maruti,2010,1128,395.0,20.5,CNG,Manual,4,0,88327.6900266377
Ford,2019,2367,95.0,25.0,Diesel,Automatic,6,3,44778.152052581325
BMW,2001,1101,102.0,15.4,Diesel,Automatic,7,2,52060.90535095766
Maruti,2006,923,361.0,16.1,CNG,Manual,7,3,59515.67888427852
Toyota,2012,3688,257.0,25.7,CNG,Manual,5,3,78848.70082695039
Hyundai,2010,3436,236.0,18.3,CNG,Automatic,5,2,68413.51179181047
Honda,2004,2641,317.0,14.0,CNG,Manual,5,2,93391.05492893036
Toyota,2011,1994,84.0,19.7,Diesel,Manual,4,3,51932.66790245808
Kia,2014,870,310.0,21.5,Diesel,Automatic,4,3,66450.8494167047
Audi,2018,3163,159.0,20.3,Diesel,Manual,5,3,68142.65168834897
Audi,2007,3964,,10.3,CNG,Automatic,4,0,32608.529540978045
Ford,2005,1768,261.0,25.2,Diesel,Manual,6,1,73546.95518389122
Honda,2023,2151,258.0,18.0,CNG,Manual,7,1,80330.75414572738
Honda,2024,1238,349.0,,CNG,Manual,6,1,92828.02521404614
Hyundai,2000,2852,,19.7,Diesel,Manual,6,2,55939.93870749537
Honda,2000,838,93.0,20.9,CNG,Manual,5,0,38017.68736698542
BMW,2017,3140,211.0,13.4,Diesel,Manual,4,2,71382.2477410539
Audi,2024,2900,312.0,19.2,CNG,Automatic,6,1,80705.13959580957
Kia,2004,2874,67.0,21.1,CNG,Automatic,5,1,46203.60377961822
Audi,2017,1662,119.0,14.6,Diesel,Manual,4,2,50125.73055780926
Maruti,2006,3568,186.0,20.9,Diesel,Manual,6,1,55602.20769559345
