Property_ID,Area,Bedrooms,Bathrooms,Square_Feet,Parking,Furnishing_Status,Year_Built,Distance_to_CityCenter,Crime_Rate,Locality_Rating,House_Price
3898,Uptown,4.0,4,2081,Yes,Semi-Furnished,,8.92,33.16,,81061
3899,Suburb,3.0,3,1727,Yes,Semi-Furnished,,7.57,60.08,2.0,222978
3900,Downtown,4.0,1,2711,Yes,Semi-Furnished,,12.06,56.63,,229322
3901,Industrial Zone,3.0,1,1840,No,Semi-Furnished,,17.9,69.02,,337919
3902,Downtown,3.0,5,2970,Yes,Semi-Furnished,,19.74,71.84,,375347
3903,Suburb,5.0,3,1976,Yes,Semi-Furnished,,6.17,61.21,,305433
3904,Uptown,2.0,2,1693,No,Unfurnished,,22.08,57.88,,144056
3905,Uptown,4.0,3,1350,No,Unfurnished,,23.07,50.0,,281367
3906,Downtown,3.0,3,1078,Yes,Furnished,,13.0,50.36,,147138
3907,Uptown,3.0,3,1304,No,Unfurnished,,5.29,63.47,,155203
3908,Downtown,2.0,2,1360,No,Furnished,,23.8,58.83,,178601
3909,Uptown,3.0,2,1997,No,Unfurnished,1993.0,17.63,58.78,,231722
3910,City Outskirts,2.0,1,1536,No,Unfurnished,,28.33,48.92,,164452
3911,Suburb,1.0,4,1893,Yes,Semi-Furnished,,4.93,29.4,,150272
3912,Hilltop,2.0,3,2440,Yes,Unfurnished,,17.04,40.56,,117159
3913,Riverside,1.0,2,1756,No,Unfurnished,,25.27,41.52,,24552
3914,Industrial Zone,,4,2839,No,Unfurnished,,18.26,53.58,,130861
3915,City Outskirts,,4,1212,No,Semi-Furnished,,-0.3,66.55,,238365
3916,Uptown,3.0,0,1724,Yes,Semi-Furnished,,0.38,48.86,,216257
3917,Riverside,4.0,4,1530,No,Unfurnished,2000.0,27.58,36.97,,252208
3918,Hilltop,2.0,10,2268,Yes,Furnished,,10.69,23.09,,165492
3919,City Outskirts,3.0,2,680,Yes,Unfurnished,,18.34,43.45,,201262
3920,Hilltop,4.0,3,1078,No,Semi-Furnished,,5.9,35.39,,220165
3921,Suburb,5.0,3,1746,No,Semi-Furnished,,11.02,62.42,,376547
3922,Riverside,3.0,2,2575,No,Furnished,,21.68,60.41,3.0,224956
3923,Hilltop,4.0,1,1912,No,Semi-Furnished,,16.98,38.38,,242561
3924,Riverside,2.0,5,1124,No,Semi-Furnished,,11.85,55.15,,125184
3925,Suburb,,2,1201,No,Unfurnished,,20.59,51.49,,286349
3926,Hilltop,1.0,4,2636,No,Furnished,,14.61,34.69,,100019
3927,City Outskirts,3.0,1,1489,Yes,Semi-Furnished,,22.01,55.73,,170368
3928,Riverside,3.0,1,1328,Yes,Semi-Furnished,2009.0,11.99,51.16,,134326
3929,Industrial Zone,3.0,2,2538,Yes,Unfurnished,,17.06,62.41,,269564
3930,Industrial Zone,2.0,2,2305,No,Unfurnished,,28.99,48.55,,90660
3931,Industrial Zone,5.0,3,2437,Yes,Unfurnished,,16.1,71.69,,344173
3932,Hilltop,2.0,2,1324,Yes,Unfurnished,,19.85,41.35,,263642
3933,Suburb,3.0,1,1037,No,Furnished,,2.77,29.12,,186083
3934,Industrial Zone,2.0,1,1866,Yes,Unfurnished,2017.0,16.03,53.15,,185621
3935,Hilltop,2.0,2,1967,No,Furnished,,16.43,68.05,,173473
3936,Hilltop,3.0,1,1982,Yes,Semi-Furnished,,6.52,33.41,,148648
3937,City Outskirts,3.0,3,2539,No,Semi-Furnished,,13.1,46.17,,119706
3938,Uptown,2.0,2,933,No,Unfurnished,,12.97,58.83,,153273
3939,Downtown,2.0,1,2229,No,Unfurnished,,7.23,16.84,,146293
3940,Uptown,3.0,2,1251,Yes,Unfurnished,,11.45,82.98,,208766
3941,Uptown,4.0,1,2227,No,Semi-Furnished,,29.79,54.14,,332555
3942,Downtown,4.0,1,1562,Yes,Semi-Furnished,,15.16,43.78,,178325
3943,Hilltop,1.0,2,1393,Yes,Semi-Furnished,1990.0,17.19,62.7,,68937
3944,Uptown,3.0,4,1495,No,Furnished,,28.2,50.59,,263620
3945,Uptown,2.0,4,1077,Yes,Semi-Furnished,1993.0,-2.42,42.28,,133795
3946,Suburb,1.0,3,1820,Yes,Unfurnished,2013.0,30.08,61.68,,212647
3947,Suburb,3.0,2,1413,Yes,Furnished,,20.22,55.7,,197068
3948,City Outskirts,3.0,2,2193,No,Furnished,,6.38,21.13,,175519
3949,Riverside,2.0,2,2120,Yes,Furnished,,6.32,44.61,,144364
3950,Hilltop,2.0,3,2644,Yes,Semi-Furnished,,20.58,41.88,,169261
3951,Industrial Zone,1.0,10,1983,Yes,Semi-Furnished,,20.43,44.79,,83523
3952,City Outskirts,4.0,1,2060,Yes,Semi-Furnished,,18.04,54.82,,243615
3953,Suburb,,1,2500,Yes,Semi-Furnished,,8.37,16.73,,175420
3954,Suburb,2.0,3,1486,Yes,Unfurnished,,16.64,64.51,,232623
3955,Downtown,2.0,3,4220,No,Furnished,,90.0,41.75,,514884
3956,Downtown,4.0,3,1900,No,Furnished,,13.09,61.5,,269428
3957,Industrial Zone,5.0,3,1088,No,Furnished,,8.1,41.59,,274307
3958,Industrial Zone,3.0,5,3026,No,Furnished,,10.26,45.23,,207270
3959,Suburb,1.0,2,2527,Yes,Furnished,,0.27,78.25,,113041
3960,Uptown,1.0,4,2881,Yes,Unfurnished,,25.52,34.45,,67410
3961,Industrial Zone,3.0,5,1831,Yes,Unfurnished,,9.09,42.19,,134359
3962,City Outskirts,3.0,3,2075,Yes,Furnished,,24.6,40.17,,242063
3963,Suburb,1.0,2,1570,No,Furnished,,11.82,74.14,,70177
3964,Hilltop,3.0,1,4482,No,Semi-Furnished,,100.0,30.19,,781540
3965,Suburb,1.0,2,1192,Yes,Furnished,,0.39,63.03,,149270
3966,Downtown,4.0,2,528,Yes,Unfurnished,,28.34,25.7,,325117
3967,City Outskirts,2.0,4,1404,Yes,Semi-Furnished,,22.35,30.92,2.0,206976
3968,City Outskirts,1.0,1,1072,No,Unfurnished,,8.37,38.12,,129295
3969,Riverside,3.0,2,2538,No,Semi-Furnished,,21.44,44.94,,260965
3970,Suburb,3.0,3,2707,No,Semi-Furnished,,22.5,65.36,,193403
3971,Riverside,,1,1098,Yes,Furnished,,16.43,46.41,,195212
3972,Downtown,3.0,2,2445,Yes,Unfurnished,,16.21,57.72,,308350
3973,Riverside,2.0,2,2275,Yes,Unfurnished,,14.91,40.15,,159747
3974,Uptown,4.0,3,1015,No,Furnished,,9.52,50.95,,184409
3975,Suburb,2.0,1,1604,No,Semi-Furnished,,12.19,65.53,,26651
3976,Suburb,5.0,4,1509,No,Semi-Furnished,2005.0,8.23,59.48,,447002
3977,City Outskirts,3.0,2,2173,Yes,Unfurnished,,22.24,58.39,,272723
3978,Industrial Zone,3.0,4,1185,No,Furnished,,26.62,22.2,,141948
3979,Riverside,1.0,2,1750,Yes,Furnished,,17.54,40.73,,175243
3980,City Outskirts,3.0,2,1457,Yes,Unfurnished,,11.33,51.92,,262702
3981,Hilltop,4.0,1,2036,Yes,Semi-Furnished,,11.88,46.79,,272615
3982,Riverside,4.0,1,1691,No,Semi-Furnished,1980.0,17.48,42.13,,279600
3983,Industrial Zone,2.0,2,1532,No,Furnished,,18.91,37.02,,114659
3984,Riverside,2.0,1,1693,No,Semi-Furnished,,16.02,64.79,,156161
3985,Industrial Zone,4.0,2,2818,No,Semi-Furnished,,9.96,55.09,,288200
3986,Industrial Zone,5.0,2,1591,No,Semi-Furnished,,23.2,63.12,,313901
3987,Downtown,1.0,2,1279,No,Unfurnished,,15.88,85.56,,103740
3988,Riverside,3.0,1,2091,Yes,Furnished,,18.23,22.07,10.0,284743
3989,City Outskirts,2.0,3,1728,No,Unfurnished,1993.0,0.27,53.94,,199428
3990,Hilltop,4.0,4,1092,No,Unfurnished,,13.48,46.46,2.0,286554
3991,Industrial Zone,1.0,1,2915,Yes,Semi-Furnished,1998.0,19.97,67.66,,117672
3992,Riverside,2.0,1,1623,No,Furnished,,6.35,64.87,,180409
3993,Riverside,4.0,5,1611,No,Semi-Furnished,,2.77,47.81,,293996
3994,Suburb,1.0,1,1879,Yes,Furnished,,22.92,52.02,,15969
3995,Suburb,3.0,5,2665,No,Semi-Furnished,,15.88,65.32,,190731
3996,Hilltop,3.0,1,960,Yes,Furnished,,16.41,60.82,,247135
3997,Industrial Zone,2.0,4,1937,Yes,Furnished,,17.81,77.39,,186773
3998,Suburb,3.0,2,2843,Yes,Semi-Furnished,,16.81,54.04,,194194
3999,Uptown,3.0,4,1864,No,Semi-Furnished,,-5.84,45.02,,253436
4000,Suburb,2.0,2,1182,Yes,Unfurnished,,12.15,36.95,,224840
4001,Uptown,3.0,3,1490,No,Unfurnished,,14.0,53.11,,158895
4002,Hilltop,4.0,1,1903,Yes,Furnished,,16.13,35.99,,254282
4003,Uptown,4.0,2,2465,No,Semi-Furnished,,15.18,51.78,,267559
4004,Hilltop,2.0,3,1630,Yes,Semi-Furnished,,11.99,76.0,,223418
4005,City Outskirts,2.0,2,2213,No,Unfurnished,,21.17,64.62,,211314
4006,Suburb,2.0,4,1082,No,Semi-Furnished,2012.0,13.01,29.43,,72387
4007,Riverside,3.0,2,1078,No,Furnished,,16.29,22.56,,197322
4008,Industrial Zone,3.0,4,1558,No,Furnished,,26.17,24.41,1.0,132154
4009,Downtown,3.0,2,2519,No,Furnished,,4.93,41.09,,256130
4010,Industrial Zone,1.0,5,1834,No,Unfurnished,,-0.87,45.07,,105170
4011,Riverside,1.0,5,1944,No,Furnished,,17.4,66.79,,19938
4012,Suburb,3.0,2,1939,No,Unfurnished,1982.0,19.11,62.09,,192862
4013,Riverside,3.0,4,2354,No,Unfurnished,,30.24,58.58,,221553
4014,Suburb,2.0,3,1494,Yes,Furnished,,15.23,40.92,,180186
4015,Industrial Zone,3.0,2,2144,Yes,Unfurnished,,13.77,41.55,,181500
4016,Suburb,2.0,3,1384,Yes,Unfurnished,,11.32,39.91,,165440
4017,Riverside,4.0,1,2791,Yes,Furnished,,22.6,71.04,,245443
4018,Uptown,4.0,3,1399,Yes,Furnished,,18.56,40.69,,184685
4019,City Outskirts,2.0,1,1358,No,Unfurnished,,20.74,27.96,,57789
4020,City Outskirts,2.0,1,2074,Yes,Unfurnished,,16.94,47.43,,146809
4021,City Outskirts,3.0,2,1839,Yes,Semi-Furnished,,21.0,73.36,,231560
4022,City Outskirts,2.0,2,1963,Yes,Furnished,,24.83,48.97,,120368
4023,Downtown,3.0,4,1913,Yes,Semi-Furnished,,19.17,49.11,,322005
4024,Hilltop,4.0,5,1254,No,Unfurnished,,11.22,30.12,,225335
4025,Suburb,3.0,2,2606,No,Semi-Furnished,,8.24,58.12,,200419
4026,Downtown,4.0,1,2246,Yes,Unfurnished,,16.09,64.92,,297904
4027,City Outskirts,3.0,3,2479,Yes,Semi-Furnished,,25.59,47.34,,225120
4028,City Outskirts,2.0,2,1535,Yes,Unfurnished,,16.44,61.18,,138987
4029,Industrial Zone,4.0,2,2008,Yes,Unfurnished,,3.38,5.0,,248648
4030,Riverside,3.0,2,1898,No,Unfurnished,,27.44,74.03,,197922
4031,City Outskirts,3.0,2,2364,No,Furnished,,18.23,51.68,,252193
4032,Suburb,2.0,2,2380,No,Unfurnished,,14.37,39.59,,152988
4033,Industrial Zone,1.0,3,1896,Yes,Furnished,,13.83,43.96,,-22308
4034,City Outskirts,,2,1041,No,Unfurnished,,-1.13,82.62,,202984
4035,City Outskirts,2.0,4,2689,Yes,Semi-Furnished,,9.2,53.34,,242477
4036,Downtown,,2,2077,No,Unfurnished,,9.09,55.65,,259820
4037,Suburb,,2,1495,No,Unfurnished,,19.37,50.76,,154082
4038,Uptown,4.0,4,2003,Yes,Semi-Furnished,,13.52,41.76,,281357
4039,Riverside,3.0,2,1044,No,Unfurnished,1985.0,22.63,28.14,,198580
4040,Uptown,3.0,2,2327,No,Unfurnished,,-0.11,61.31,,164581
4041,Hilltop,4.0,3,1064,Yes,Unfurnished,,30.81,44.74,,206858
4042,Downtown,2.0,2,1689,No,Semi-Furnished,,23.7,48.55,,111415
4043,City Outskirts,3.0,3,1922,No,Unfurnished,,18.0,66.05,,169523
4044,Riverside,3.0,2,2319,Yes,Furnished,,12.57,61.35,,276316
4045,Hilltop,3.0,3,1853,No,Furnished,,20.52,43.42,,271039
4046,Hilltop,3.0,1,2117,Yes,Furnished,,15.62,57.61,,197571
4047,Suburb,2.0,2,1785,Yes,Furnished,,13.61,61.08,,98525
4048,Riverside,3.0,0,1783,Yes,Semi-Furnished,,20.23,38.86,,234964
4049,Hilltop,4.0,3,1842,Yes,Unfurnished,,21.08,43.76,,212882
4050,Downtown,2.0,1,1705,Yes,Furnished,,17.49,54.59,,127068
4051,City Outskirts,5.0,2,956,Yes,Unfurnished,,11.65,61.43,,279030
4052,Downtown,3.0,2,1415,Yes,Unfurnished,,14.15,56.07,,227381
4053,Industrial Zone,4.0,3,1922,Yes,Semi-Furnished,,5.57,55.96,,171109
4054,Hilltop,3.0,3,1675,Yes,Unfurnished,,5.18,43.68,,244845
4055,Suburb,4.0,3,1722,Yes,Furnished,,10.79,36.35,,190583
4056,Uptown,1.0,2,1638,Yes,Furnished,,21.79,57.54,,114153
4057,City Outskirts,4.0,3,1368,Yes,Semi-Furnished,,15.82,39.74,,356771
4058,City Outskirts,1.0,2,1553,Yes,Furnished,1996.0,21.67,43.16,,61930
4059,Downtown,4.0,1,1646,No,Furnished,,24.04,22.78,,254968
4060,Downtown,,2,1802,Yes,Semi-Furnished,,17.54,41.21,,186172
4061,Downtown,2.0,5,1996,Yes,Semi-Furnished,,7.74,43.73,,172785
4062,Hilltop,2.0,3,1709,Yes,Furnished,,20.69,35.29,,82011
4063,City Outskirts,4.0,2,1285,No,Semi-Furnished,,7.06,36.54,,230075
4064,Downtown,2.0,3,1100,Yes,Semi-Furnished,,11.26,51.3,,141646
4065,Industrial Zone,4.0,4,3098,No,Furnished,,24.49,58.05,,386691
4066,Riverside,2.0,2,1235,Yes,Furnished,,14.96,58.29,,240801
4067,Hilltop,2.0,2,1540,No,Semi-Furnished,,18.23,59.47,,100486
4068,Hilltop,,5,2058,No,Unfurnished,,0.71,65.12,,162744
4069,Riverside,3.0,4,1980,No,Unfurnished,,12.78,68.7,,172176
4070,Riverside,4.0,2,2060,No,Furnished,,16.97,47.49,,237415
4071,Hilltop,2.0,2,1578,No,Furnished,,15.67,43.13,,60051
4072,City Outskirts,3.0,2,1919,Yes,Unfurnished,,20.52,61.26,,227782
4073,Downtown,3.0,1,1830,Yes,Semi-Furnished,,10.57,28.44,,208654
4074,Industrial Zone,3.0,5,1643,Yes,Unfurnished,,23.03,48.62,,194270
4075,Suburb,3.0,2,1922,No,Unfurnished,,11.76,37.31,,247753
4076,Downtown,3.0,4,2327,No,Furnished,,15.16,38.13,,284854
4077,City Outskirts,3.0,1,1788,No,Semi-Furnished,,8.09,41.95,,223063
4078,Riverside,2.0,2,1792,No,Unfurnished,1980.0,18.88,60.56,,200046
4079,City Outskirts,4.0,1,2334,Yes,Semi-Furnished,,9.69,82.16,,258642
4080,Downtown,2.0,3,2280,No,Furnished,,16.84,61.62,,33730
4081,Industrial Zone,3.0,2,2591,Yes,Unfurnished,,20.7,22.16,,181512
4082,City Outskirts,2.0,3,921,No,Furnished,2000.0,21.46,46.74,,190515
4083,Suburb,3.0,1,2252,No,Unfurnished,,33.33,40.31,,207226
4084,City Outskirts,4.0,2,2100,No,Semi-Furnished,,15.05,34.6,,322163
4085,Uptown,2.0,1,1357,No,Furnished,2011.0,12.84,47.31,,90301
4086,City Outskirts,1.0,2,1925,No,Semi-Furnished,,10.6,39.13,,72948
4087,Downtown,2.0,3,2325,Yes,Unfurnished,,19.3,37.84,,115385
4088,Uptown,3.0,2,1385,No,Furnished,,14.11,60.3,,195182
4089,Riverside,4.0,3,2021,Yes,Semi-Furnished,,9.09,52.78,,259103
4090,Downtown,1.0,2,2235,Yes,Semi-Furnished,,8.86,74.38,,65236
4091,Hilltop,4.0,2,1264,No,Unfurnished,,23.79,31.63,,271714
4092,Suburb,2.0,2,1728,No,Furnished,,21.17,28.26,2.0,236770
4093,City Outskirts,3.0,1,1950,No,Semi-Furnished,,24.26,45.15,,264926
4094,City Outskirts,5.0,3,1401,No,Furnished,,5.02,42.56,,272184
4095,Downtown,2.0,3,1360,No,Furnished,,12.5,59.81,,136317
4096,City Outskirts,3.0,1,1732,No,Furnished,,8.6,56.25,,207180
4097,City Outskirts,1.0,1,2200,Yes,Furnished,2012.0,15.94,58.82,,60215
4098,Riverside,1.0,4,2121,Yes,Unfurnished,1998.0,9.47,26.68,,154935
4099,City Outskirts,2.0,3,1369,No,Semi-Furnished,,24.78,46.09,,92130
4100,City Outskirts,1.0,3,2126,No,Furnished,,12.5,21.59,,149667
4101,Riverside,3.0,2,1382,Yes,Semi-Furnished,,27.99,65.94,,268752
4102,Hilltop,3.0,2,994,Yes,Semi-Furnished,,21.03,37.5,,223391
4103,City Outskirts,3.0,5,1616,Yes,Semi-Furnished,,21.33,49.55,,246409
4104,Hilltop,2.0,3,2361,No,Unfurnished,,27.09,27.79,,190744
4105,Riverside,2.0,2,2127,Yes,Furnished,,15.48,37.76,,142055
4106,Suburb,3.0,3,1799,No,Furnished,2000.0,20.9,45.33,,194494
4107,City Outskirts,,3,1591,No,Semi-Furnished,,17.2,48.31,,225412
4108,Downtown,1.0,2,1605,Yes,Semi-Furnished,,9.48,51.34,,62255
4109,Uptown,4.0,2,1854,Yes,Unfurnished,2021.0,10.58,60.55,,111440
4110,Suburb,3.0,1,1265,Yes,Unfurnished,,13.59,65.59,,163239
4111,City Outskirts,3.0,1,1625,No,Semi-Furnished,2007.0,18.15,59.96,,192494
4112,Downtown,3.0,3,1692,No,Furnished,,20.27,51.76,,237613
4113,Uptown,1.0,2,1124,Yes,Unfurnished,,18.93,40.5,,15979
4114,Riverside,1.0,3,1380,No,Furnished,,19.05,45.85,,230025
4115,City Outskirts,3.0,10,2005,Yes,Unfurnished,,13.06,49.37,2.0,281285
4116,Industrial Zone,2.0,1,1804,No,Furnished,,-0.52,55.16,,189408
4117,Hilltop,5.0,2,1645,Yes,Semi-Furnished,2014.0,20.34,37.29,5.0,250326
4118,Hilltop,3.0,3,1344,No,Unfurnished,,9.42,47.94,,85672
4119,Riverside,2.0,3,2588,Yes,Semi-Furnished,,30.09,63.05,,191008
4120,Suburb,4.0,3,1381,No,Unfurnished,1993.0,17.41,64.44,,212130
4121,Hilltop,2.0,2,1925,No,Semi-Furnished,,24.65,43.76,,217150
4122,Uptown,3.0,2,1556,No,Unfurnished,,7.28,41.69,,251891
4123,Hilltop,3.0,2,1818,Yes,Unfurnished,,22.9,51.78,,216812
4124,Industrial Zone,5.0,5,2028,No,Unfurnished,,20.01,48.94,,241084
4125,Industrial Zone,4.0,2,1114,No,Furnished,,17.64,22.73,,253014
4126,Uptown,3.0,4,1796,Yes,Furnished,,7.64,76.02,,121993
4127,Hilltop,3.0,2,2395,Yes,Unfurnished,,10.07,39.96,,213497
4128,Riverside,5.0,0,2680,No,Semi-Furnished,,19.58,42.91,,314859
4129,Riverside,2.0,3,1734,No,Semi-Furnished,1991.0,10.07,31.17,,146958
4130,Hilltop,1.0,2,1820,Yes,Unfurnished,,9.19,65.2,,27073
4131,Industrial Zone,2.0,3,2905,No,Furnished,,11.46,39.61,,232411
4132,Suburb,2.0,2,2367,No,Furnished,,18.52,56.22,,137891
4133,Downtown,3.0,2,1491,Yes,Furnished,1990.0,24.95,59.45,,234922
4134,Industrial Zone,3.0,1,1490,Yes,Furnished,,17.9,40.43,,277290
4135,Hilltop,3.0,1,2278,Yes,Semi-Furnished,,23.54,38.54,,186310
4136,Industrial Zone,1.0,2,1294,No,Unfurnished,,14.01,53.81,,61416
4137,Industrial Zone,4.0,3,2343,No,Unfurnished,,29.27,20.1,6.0,354599
4138,City Outskirts,2.0,3,1967,Yes,Unfurnished,,24.32,60.02,,79257
4139,Downtown,3.0,1,2058,Yes,Semi-Furnished,,21.26,46.16,,245637
4140,Industrial Zone,3.0,4,1671,No,Furnished,,18.2,39.01,,211461
4141,Hilltop,2.0,3,1485,Yes,Furnished,,17.78,41.73,,156775
4142,Industrial Zone,2.0,5,2530,No,Semi-Furnished,,4.57,46.53,,104217
4143,Uptown,1.0,3,1676,Yes,Semi-Furnished,,4.23,43.79,,66931
4144,City Outskirts,4.0,1,1594,Yes,Unfurnished,,19.58,70.81,,335654
4145,Suburb,5.0,2,1759,No,Unfurnished,,15.51,32.74,,311751
4146,Downtown,3.0,3,1896,No,Semi-Furnished,,18.93,35.75,,153975
4147,Downtown,2.0,1,1284,Yes,Semi-Furnished,,7.09,50.36,,102948
4148,City Outskirts,3.0,1,1517,No,Semi-Furnished,,25.66,66.81,,159427
4149,Suburb,4.0,1,1490,No,Furnished,2022.0,13.59,44.34,,270510
4150,Industrial Zone,4.0,2,2222,Yes,Unfurnished,,17.66,35.79,,295917
4151,Hilltop,2.0,2,1357,No,Semi-Furnished,,11.48,51.17,,146283
4152,Suburb,1.0,2,922,No,Semi-Furnished,,17.29,60.06,,55847
4153,Hilltop,4.0,1,816,No,Furnished,,31.68,59.21,,177879
4154,Downtown,3.0,3,1064,No,Semi-Furnished,,23.1,29.93,,70650
4155,Industrial Zone,2.0,2,2480,Yes,Unfurnished,,11.02,59.2,,239234
4156,Hilltop,1.0,2,1808,Yes,Furnished,,7.96,43.3,,6138
4157,Downtown,3.0,1,2050,Yes,Semi-Furnished,,17.48,28.3,,206631
4158,Riverside,4.0,1,2068,Yes,Unfurnished,,12.69,64.09,,163667
4159,City Outskirts,,2,1828,Yes,Unfurnished,,10.26,25.85,,177694
4160,Industrial Zone,3.0,1,1762,No,Furnished,,28.91,29.47,,209656
4161,Suburb,3.0,2,2322,No,Unfurnished,,1.15,65.29,,94049
4162,Uptown,1.0,3,1872,No,Furnished,,19.97,28.13,,104971
4163,City Outskirts,3.0,2,2499,Yes,Unfurnished,,28.6,40.32,,277398
4164,Hilltop,3.0,2,2110,Yes,Semi-Furnished,,6.88,36.11,4.0,193761
4165,Riverside,3.0,2,1491,Yes,Furnished,2004.0,12.08,46.74,,326114
4166,City Outskirts,3.0,3,1551,No,Unfurnished,,12.7,39.09,,49441
4167,Downtown,2.0,4,1436,No,Furnished,,26.27,34.74,,69468
4168,City Outskirts,1.0,3,2408,No,Unfurnished,,14.79,56.6,,73654
4169,Industrial Zone,2.0,2,1597,Yes,Furnished,,29.34,59.6,,111912
4170,Hilltop,1.0,2,1400,Yes,Semi-Furnished,1988.0,20.96,36.92,,89793
4171,City Outskirts,2.0,2,1959,No,Furnished,,12.53,55.43,,186082
4172,Industrial Zone,,4,1751,No,Furnished,,7.1,87.9,,147848
4173,City Outskirts,3.0,1,1947,No,Semi-Furnished,,7.92,49.68,,105998
4174,Hilltop,3.0,0,2744,Yes,Unfurnished,,19.64,49.95,,195853
4175,Uptown,4.0,3,2256,Yes,Semi-Furnished,,32.99,48.72,,330352
4176,Riverside,,3,1813,No,Furnished,,11.69,50.6,,206202
4177,City Outskirts,3.0,1,1095,No,Semi-Furnished,,10.51,49.15,,191313
4178,City Outskirts,4.0,3,1550,Yes,Semi-Furnished,,19.58,22.99,,251930
4179,Uptown,2.0,2,2155,No,Furnished,2001.0,13.63,54.42,,175633
4180,Suburb,2.0,1,1214,No,Furnished,,11.75,40.12,,199775
4181,City Outskirts,3.0,2,2870,Yes,Semi-Furnished,,25.87,33.63,,170993
4182,Industrial Zone,3.0,4,1807,No,Furnished,,25.7,28.86,,134933
4183,Hilltop,3.0,2,1824,No,Unfurnished,,17.0,32.84,,139862
4184,Industrial Zone,2.0,2,1466,No,Unfurnished,,10.44,75.01,,107998
4185,Hilltop,2.0,1,2048,Yes,Unfurnished,,17.72,40.77,,185987
4186,City Outskirts,3.0,3,1220,No,Unfurnished,,22.17,42.14,,156337
4187,Suburb,2.0,3,2882,No,Semi-Furnished,,24.43,64.09,,155578
4188,Hilltop,3.0,3,2458,Yes,Semi-Furnished,,22.87,62.6,,103814
4189,Industrial Zone,3.0,2,2292,No,Semi-Furnished,,-3.12,40.99,6.0,195824
4190,Industrial Zone,4.0,2,1104,No,Furnished,,18.44,34.85,,218445
4191,City Outskirts,4.0,2,1902,Yes,Semi-Furnished,,20.4,72.3,,167495
4192,City Outskirts,4.0,2,2404,No,Semi-Furnished,,21.48,57.4,,246909
4193,City Outskirts,3.0,4,2096,No,Furnished,,17.51,40.85,,139654
4194,Riverside,4.0,2,1298,No,Furnished,,15.3,71.75,,239189
4195,Hilltop,3.0,2,1474,Yes,Furnished,,12.95,43.76,,213331
4196,Downtown,2.0,2,1574,No,Unfurnished,,9.44,39.15,,183732
4197,Riverside,1.0,3,1498,Yes,Semi-Furnished,,10.57,33.65,,-22000
4198,Suburb,2.0,1,2564,Yes,Semi-Furnished,,24.67,30.01,,211057
4199,Riverside,3.0,2,839,Yes,Semi-Furnished,,20.0,52.3,,213634
4200,Industrial Zone,3.0,3,2127,Yes,Furnished,,20.78,0.96,,200988
4201,Riverside,4.0,2,1153,Yes,Semi-Furnished,,11.02,31.22,,193250
4202,Uptown,2.0,3,1319,Yes,Unfurnished,,18.74,49.08,,150557
4203,Suburb,2.0,1,795,Yes,Semi-Furnished,,27.89,67.45,,239587
4204,Suburb,,3,1525,No,Semi-Furnished,,15.97,58.95,,254478
4205,Suburb,2.0,1,2555,No,Furnished,,20.54,68.48,,223801
4206,Riverside,3.0,1,1932,Yes,Unfurnished,1992.0,11.46,47.91,,135988
4207,Suburb,3.0,4,1200,No,Semi-Furnished,,12.28,80.62,,203600
4208,Hilltop,3.0,2,2308,No,Furnished,,17.0,25.02,,127597
4209,Uptown,1.0,2,2415,No,Unfurnished,,10.13,38.56,,55717
4210,City Outskirts,1.0,2,1852,Yes,Unfurnished,,9.77,62.19,,156506
4211,Riverside,2.0,3,2817,No,Furnished,,13.82,52.19,,133047
4212,City Outskirts,3.0,2,2210,Yes,Furnished,,16.43,36.98,,191854
4213,City Outskirts,3.0,10,2141,Yes,Furnished,2005.0,10.71,54.21,,246442
4214,Riverside,2.0,0,1398,No,Furnished,,16.2,40.71,,147761
4215,Hilltop,3.0,3,2113,Yes,Furnished,,7.15,42.99,,232728
4216,Riverside,4.0,2,1908,Yes,Furnished,,16.15,78.26,,219040
4217,Suburb,1.0,2,2059,Yes,Semi-Furnished,,1.74,65.08,,142346
4218,Uptown,3.0,3,1457,No,Furnished,,22.57,59.36,,187549
4219,Riverside,3.0,1,1864,No,Furnished,,4.13,58.35,,146652
4220,City Outskirts,2.0,2,1391,No,Unfurnished,,25.89,33.13,,211879
4221,Riverside,2.0,1,726,Yes,Unfurnished,,18.0,35.51,,247516
4222,Uptown,3.0,1,2299,No,Unfurnished,,19.13,59.12,,204021
4223,Downtown,4.0,1,1048,No,Furnished,2015.0,11.94,64.15,,167106
4224,Hilltop,4.0,2,1853,No,Furnished,1986.0,18.8,64.62,1.0,227611
4225,City Outskirts,3.0,3,1966,Yes,Semi-Furnished,,16.32,42.91,,223166
4226,Downtown,4.0,2,1963,Yes,Semi-Furnished,,6.94,36.69,,154184
4227,Downtown,3.0,2,1658,No,Semi-Furnished,,20.39,56.33,,170369
4228,Industrial Zone,3.0,1,1935,Yes,Semi-Furnished,2020.0,9.17,28.22,,129741
4229,Uptown,3.0,2,2035,No,Furnished,2011.0,31.38,42.9,,161133
4230,Hilltop,2.0,2,2167,No,Unfurnished,,9.52,66.96,,165780
4231,Riverside,4.0,3,2666,Yes,Furnished,,3.68,41.44,,209546
4232,Downtown,3.0,5,1917,Yes,Furnished,,26.86,60.8,,137331
4233,Industrial Zone,3.0,1,1832,Yes,Furnished,2009.0,20.45,18.7,,166623
